layer_name,shape,num_params,min,max,mean,std,abs_mean,abs_max,pct_gt_1,pct_gt_5,pct_gt_10,model
mobilebert.encoder.layer.23.attention.self.key.bias,torch.Size([128]),128,-6.219779,7.3461103,0.19989677,2.4538047,1.899214,7.3461103,70.3125,7.8125,0.0,MobileBERT
mobilebert.encoder.layer.10.attention.self.key.bias,torch.Size([128]),128,-7.035934,7.345434,-0.1985876,2.3896444,1.8115203,7.345434,58.59375,5.46875,0.0,MobileBERT
mobilebert.encoder.layer.9.attention.self.key.bias,torch.Size([128]),128,-5.6682997,6.979483,0.0068835095,2.3104782,1.836098,6.979483,65.625,3.125,0.0,MobileBERT
mobilebert.encoder.layer.16.attention.self.key.bias,torch.Size([128]),128,-6.007353,6.907235,-0.17569092,2.1255462,1.5665996,6.907235,53.125,2.34375,0.0,MobileBERT
mobilebert.encoder.layer.17.attention.self.key.bias,torch.Size([128]),128,-5.0707846,6.852057,-0.2104896,1.8103919,1.352607,6.852057,48.4375,1.5625,0.0,MobileBERT
mobilebert.encoder.layer.13.attention.self.key.bias,torch.Size([128]),128,-6.392205,6.6417527,0.09070242,2.0973725,1.6307038,6.6417527,61.71875,3.125,0.0,MobileBERT
mobilebert.encoder.layer.23.ffn.1.intermediate.dense.bias,torch.Size([512]),512,-6.5989985,0.7096294,-0.7906024,0.54058737,0.8087478,6.5989985,30.6640625,0.1953125,0.0,MobileBERT
mobilebert.encoder.layer.14.attention.self.key.bias,torch.Size([128]),128,-4.4427376,6.2537055,-0.12780562,1.8658041,1.4526117,6.2537055,55.46875,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.12.attention.self.key.bias,torch.Size([128]),128,-3.7793667,6.142407,-0.1836837,1.8285636,1.4987962,6.142407,61.71875,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.15.attention.self.key.bias,torch.Size([128]),128,-4.9352584,5.933087,0.09692381,1.7854744,1.3519855,5.933087,49.21875,2.34375,0.0,MobileBERT
mobilebert.encoder.layer.19.attention.self.key.bias,torch.Size([128]),128,-5.9200583,5.3763943,0.045687854,2.1509922,1.623021,5.9200583,52.34375,3.90625,0.0,MobileBERT
mobilebert.encoder.layer.21.attention.self.key.bias,torch.Size([128]),128,-5.886717,5.7885227,-0.27233464,2.0826313,1.5723153,5.886717,54.6875,3.125,0.0,MobileBERT
mobilebert.encoder.layer.23.ffn.0.intermediate.dense.bias,torch.Size([512]),512,-5.491349,2.2156048,-1.0326045,0.52714294,1.044167,5.491349,51.953125,0.1953125,0.0,MobileBERT
mobilebert.encoder.layer.20.attention.self.key.bias,torch.Size([128]),128,-5.335084,5.164876,0.099018015,1.7853053,1.3393004,5.335084,43.75,2.34375,0.0,MobileBERT
mobilebert.encoder.layer.18.attention.self.key.bias,torch.Size([128]),128,-4.7818313,5.21238,0.12811542,1.7614738,1.3076177,5.21238,46.875,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.7.attention.output.LayerNorm.bias,torch.Size([128]),128,-5.1852427,2.5893042,-0.04963243,0.87129843,0.50761414,5.1852427,9.375,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.7.attention.output.dense.bias,torch.Size([128]),128,-5.0936737,2.5242953,-0.045552067,0.84378153,0.48634252,5.0936737,9.375,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.7.bottleneck.input.LayerNorm.bias,torch.Size([128]),128,-5.0936737,2.5242953,-0.045552067,0.84378153,0.48634252,5.0936737,9.375,0.78125,0.0,MobileBERT
mobilebert.encoder.layer.7.bottleneck.input.dense.bias,torch.Size([128]),128,-5.061507,2.5365484,-0.04279082,0.83931637,0.48432577,5.061507,8.59375,0.78125,0.0,MobileBERT
