layer_name,shape,num_params,min,max,mean,std,abs_mean,abs_max,pct_gt_1,pct_gt_5,pct_gt_10,model
mobilebert.encoder.layer.0.bottleneck.attention.LayerNorm.weight,torch.Size([128]),128,0.114433885,0.6310648,0.19144854,0.08472339,0.19144854,0.6310648,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.83450556,0.66162676,0.0017438029,0.119522534,0.093143746,0.83450556,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.intermediate.dense.bias,torch.Size([512]),512,-2.516656,0.25191012,-0.88513553,0.34894848,0.8863905,2.516656,32.03125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.output.dense.weight,"torch.Size([128, 512])",65536,-0.82023424,0.73717767,0.0006491165,0.10664726,0.0805641,0.82023424,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.output.dense.bias,torch.Size([128]),128,-0.58044785,1.1041876,0.011486022,0.25040138,0.18714157,1.1041876,0.78125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.output.LayerNorm.bias,torch.Size([128]),128,-0.49200094,0.9495951,0.011171505,0.20537908,0.15311773,0.9495951,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.0.output.LayerNorm.weight,torch.Size([128]),128,0.43972775,0.6577951,0.51602626,0.043101802,0.51602626,0.6577951,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.5483554,0.6830787,-0.00040946563,0.124252506,0.0968921,0.6830787,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.intermediate.dense.bias,torch.Size([512]),512,-2.9757078,0.30184424,-0.79275787,0.42378584,0.7976824,2.9757078,25.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.output.dense.weight,"torch.Size([128, 512])",65536,-0.85398525,0.8324056,0.0014602877,0.11495827,0.08752378,0.85398525,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.output.dense.bias,torch.Size([128]),128,-0.6225503,0.91906935,0.0003035511,0.24861525,0.1856263,0.91906935,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.output.LayerNorm.bias,torch.Size([128]),128,-0.47553015,0.7584113,0.0046470575,0.17920859,0.12321034,0.7584113,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.1.output.LayerNorm.weight,torch.Size([128]),128,0.39425102,0.601707,0.47090152,0.03283958,0.47090152,0.601707,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.70870465,0.6409121,-0.0015261853,0.12510182,0.096985765,0.70870465,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.intermediate.dense.bias,torch.Size([512]),512,-2.2154891,0.6775361,-0.820204,0.41577742,0.8289996,2.2154891,30.6640625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.output.dense.weight,"torch.Size([128, 512])",65536,-0.7403696,0.61546576,0.0012188514,0.117586955,0.08944373,0.7403696,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.output.dense.bias,torch.Size([128]),128,-1.0847832,0.45055658,-0.0060123233,0.18071966,0.119935855,1.0847832,0.78125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.output.LayerNorm.bias,torch.Size([128]),128,-0.9250534,0.28242645,-0.0065318095,0.115886144,0.0560785,0.9250534,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.0.ffn.2.output.LayerNorm.weight,torch.Size([128]),128,0.3287481,0.5813521,0.4269278,0.04359197,0.4269278,0.5813521,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.self.query.weight,"torch.Size([128, 128])",16384,-0.5369872,0.54895914,0.0009542163,0.11569502,0.09023473,0.54895914,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.self.query.bias,torch.Size([128]),128,-2.7476323,2.586033,-0.054585945,0.6095763,0.35493562,2.7476323,7.8125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.self.key.weight,"torch.Size([128, 128])",16384,-0.4743629,0.53576326,0.00051581825,0.110510096,0.08605919,0.53576326,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.self.key.bias,torch.Size([128]),128,-11.037981,10.670383,-0.42370805,3.627176,2.7972481,11.037981,74.21875,17.96875,1.5625,MobileBERT
mobilebert.encoder.layer.1.attention.self.value.weight,"torch.Size([128, 512])",65536,-1.0170903,0.89820266,-0.0004864526,0.16464901,0.1266758,1.0170903,0.00152587890625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.self.value.bias,torch.Size([128]),128,-0.6306207,1.6360196,0.012474984,0.34128317,0.26052588,1.6360196,1.5625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.output.dense.weight,"torch.Size([128, 128])",16384,-0.5615339,0.5922519,-0.00042608392,0.12696823,0.100595504,0.5922519,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.output.dense.bias,torch.Size([128]),128,-4.6127906,1.5485804,-0.14706366,0.81944746,0.5148413,4.6127906,12.5,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.output.LayerNorm.bias,torch.Size([128]),128,-4.7117734,1.6130763,-0.1493406,0.85009605,0.5418306,4.7117734,14.0625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.attention.output.LayerNorm.weight,torch.Size([128]),128,0.3855533,0.978139,0.5098376,0.078266345,0.5098376,0.978139,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.6041487,0.5802898,-0.000461629,0.1354448,0.10784917,0.6041487,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.intermediate.dense.bias,torch.Size([512]),512,-2.3552272,0.10861259,-0.754745,0.31400713,0.7555523,2.3552272,21.2890625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.dense.weight,"torch.Size([128, 512])",65536,-0.79500675,1.0442364,9.4508156e-05,0.13191888,0.10393563,1.0442364,0.00152587890625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.dense.bias,torch.Size([128]),128,-0.26387194,0.7989343,0.006882606,0.1523785,0.093293175,0.7989343,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.LayerNorm.bias,torch.Size([128]),128,-0.09106712,0.32638547,0.0038057556,0.048876606,0.022941984,0.32638547,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.LayerNorm.weight,torch.Size([128]),128,0.21488552,0.38543373,0.30297634,0.023779329,0.30297634,0.38543373,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.bottleneck.dense.weight,"torch.Size([512, 128])",65536,-0.6499209,0.7689841,8.406576e-05,0.14140537,0.108640045,0.7689841,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.bottleneck.dense.bias,torch.Size([512]),512,-0.31804848,0.08842937,-0.0034291781,0.033631388,0.024039734,0.31804848,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.bottleneck.LayerNorm.bias,torch.Size([512]),512,-0.30306426,0.08142181,-0.0028228099,0.031000964,0.021938294,0.30306426,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.output.bottleneck.LayerNorm.weight,torch.Size([512]),512,0.65831107,1.3002635,0.97176576,0.08286226,0.97176576,1.3002635,35.15625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.input.dense.weight,"torch.Size([128, 512])",65536,-0.73294693,0.7137185,0.00056335307,0.15764597,0.12517026,0.73294693,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.input.dense.bias,torch.Size([128]),128,-4.5156097,1.5595528,-0.14849828,0.81270504,0.5112328,4.5156097,12.5,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.input.LayerNorm.bias,torch.Size([128]),128,-4.6127906,1.5485804,-0.14706366,0.81944746,0.5148413,4.6127906,12.5,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.input.LayerNorm.weight,torch.Size([128]),128,0.7005249,1.5337211,1.1296577,0.17209457,1.1296577,1.5337211,79.6875,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.attention.dense.weight,"torch.Size([128, 512])",65536,-0.89400375,0.9485173,0.0007244203,0.13011816,0.10194459,0.9485173,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.attention.dense.bias,torch.Size([128]),128,-0.7182531,0.68083996,0.0034399417,0.15659727,0.112628,0.7182531,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.attention.LayerNorm.bias,torch.Size([128]),128,-0.7434359,0.404959,-0.001769449,0.10125812,0.05884817,0.7434359,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.bottleneck.attention.LayerNorm.weight,torch.Size([128]),128,0.11805205,0.2711681,0.1513814,0.028028086,0.1513814,0.2711681,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.47593698,0.51054436,0.0034187003,0.12028609,0.096066736,0.51054436,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.intermediate.dense.bias,torch.Size([512]),512,-2.42256,0.11249977,-0.9785668,0.3077771,0.97914976,2.42256,49.0234375,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.output.dense.weight,"torch.Size([128, 512])",65536,-0.6541561,0.5340951,-0.0010141755,0.10541619,0.08319308,0.6541561,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.output.dense.bias,torch.Size([128]),128,-0.90728384,0.7106858,0.014913118,0.26910976,0.21203682,0.90728384,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.output.LayerNorm.bias,torch.Size([128]),128,-0.81303996,0.61566365,0.010246343,0.22910592,0.17964624,0.81303996,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.0.output.LayerNorm.weight,torch.Size([128]),128,0.4685145,0.71986073,0.5540665,0.035492435,0.5540665,0.71986073,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.6691702,0.66731197,0.002450591,0.12847462,0.10278748,0.6691702,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.intermediate.dense.bias,torch.Size([512]),512,-3.3323205,0.45046955,-0.7969754,0.35737902,0.8001115,3.3323205,27.5390625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.output.dense.weight,"torch.Size([128, 512])",65536,-0.7405961,0.5580868,-0.0011527181,0.11352243,0.08992752,0.7405961,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.output.dense.bias,torch.Size([128]),128,-0.67345995,1.0088812,0.01500152,0.25401756,0.17778918,1.0088812,0.78125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.output.LayerNorm.bias,torch.Size([128]),128,-0.544238,0.84141004,0.010655638,0.20020148,0.14087752,0.84141004,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.1.output.LayerNorm.weight,torch.Size([128]),128,0.39221856,0.5770313,0.47784853,0.028466262,0.47784853,0.5770313,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.6177787,0.528407,0.0026367684,0.13221486,0.105685286,0.6177787,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.intermediate.dense.bias,torch.Size([512]),512,-2.2212276,0.60354245,-0.8027066,0.35493904,0.81222904,2.2212276,28.125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.output.dense.weight,"torch.Size([128, 512])",65536,-0.56792575,0.5881697,-0.00045626925,0.120028295,0.09491381,0.5881697,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.output.dense.bias,torch.Size([128]),128,-0.37201893,1.0258484,0.028578036,0.20319167,0.123121694,1.0258484,0.78125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.output.LayerNorm.bias,torch.Size([128]),128,-0.23594007,0.79484004,0.02691999,0.13725369,0.07191889,0.79484004,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.1.ffn.2.output.LayerNorm.weight,torch.Size([128]),128,0.32946017,0.53004473,0.38956916,0.027092986,0.38956916,0.53004473,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.self.query.weight,"torch.Size([128, 128])",16384,-0.6137028,0.48777872,-0.0011821347,0.12806478,0.10015185,0.6137028,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.self.query.bias,torch.Size([128]),128,-3.4318483,3.0366826,-0.051796492,0.63907856,0.36369526,3.4318483,6.25,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.self.key.weight,"torch.Size([128, 128])",16384,-0.58508295,0.6062372,0.0008022712,0.1199098,0.09328232,0.6062372,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.self.key.bias,torch.Size([128]),128,-15.299581,21.931551,-0.25454155,5.5097485,3.9755316,21.931551,82.8125,25.78125,8.59375,MobileBERT
mobilebert.encoder.layer.2.attention.self.value.weight,"torch.Size([128, 512])",65536,-1.0323104,0.9547842,0.00022500203,0.1694083,0.12885143,1.0323104,0.00152587890625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.self.value.bias,torch.Size([128]),128,-1.6565073,0.86880815,-0.016682621,0.37434074,0.29212838,1.6565073,0.78125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.output.dense.weight,"torch.Size([128, 128])",16384,-0.63060564,0.6098093,0.00047837524,0.13766648,0.10870216,0.63060564,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.output.dense.bias,torch.Size([128]),128,-3.098277,3.5981143,0.0008395836,0.72824484,0.45907286,3.5981143,10.9375,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.output.LayerNorm.bias,torch.Size([128]),128,-3.2109277,3.7194996,-0.0016904399,0.768125,0.49169958,3.7194996,10.9375,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.attention.output.LayerNorm.weight,torch.Size([128]),128,0.34148404,0.6255243,0.42803538,0.045425557,0.42803538,0.6255243,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.5754789,0.5674312,-0.00062843104,0.12850551,0.102210894,0.5754789,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.intermediate.dense.bias,torch.Size([512]),512,-2.1997845,0.04396332,-0.8045988,0.2898505,0.8047706,2.1997845,22.65625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.dense.weight,"torch.Size([128, 512])",65536,-0.5649886,0.6653357,0.0002857633,0.12396236,0.09774093,0.6653357,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.dense.bias,torch.Size([128]),128,-0.8384925,0.29240474,-0.0036651618,0.14104056,0.095177576,0.8384925,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.LayerNorm.bias,torch.Size([128]),128,-0.39606005,0.09879164,-0.004607572,0.05384316,0.027475744,0.39606005,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.LayerNorm.weight,torch.Size([128]),128,0.25813368,0.38634998,0.35277686,0.018877301,0.35277686,0.38634998,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.bottleneck.dense.weight,"torch.Size([512, 128])",65536,-0.7813185,0.8241655,0.0008283597,0.14882047,0.11230719,0.8241655,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.bottleneck.dense.bias,torch.Size([512]),512,-0.18166484,0.0920824,0.0007816248,0.025303502,0.018728286,0.18166484,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.bottleneck.LayerNorm.bias,torch.Size([512]),512,-0.18482786,0.099136636,0.0011720724,0.023771804,0.017336655,0.18482786,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.output.bottleneck.LayerNorm.weight,torch.Size([512]),512,0.56052727,1.5181506,0.96815515,0.11635807,0.96815515,1.5181506,44.921875,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.input.dense.weight,"torch.Size([128, 512])",65536,-0.6149767,0.6555483,-0.0006231806,0.15442938,0.12277641,0.6555483,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.input.dense.bias,torch.Size([128]),128,-3.0799122,3.5510817,0.0004080534,0.7201801,0.45393562,3.5510817,10.15625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.input.LayerNorm.bias,torch.Size([128]),128,-3.098277,3.5981143,0.0008395836,0.72824484,0.45907286,3.5981143,10.9375,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.input.LayerNorm.weight,torch.Size([128]),128,0.7480859,1.6508323,1.2132785,0.16887999,1.2132785,1.6508323,90.625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.attention.dense.weight,"torch.Size([128, 512])",65536,-1.1719236,0.8789783,0.0006912212,0.13876414,0.1066573,1.1719236,0.00457763671875,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.attention.dense.bias,torch.Size([128]),128,-0.37349898,0.5962163,0.013558459,0.1324818,0.09118049,0.5962163,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.attention.LayerNorm.bias,torch.Size([128]),128,-0.44526088,0.35475743,0.0019027714,0.08780053,0.05443295,0.44526088,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.bottleneck.attention.LayerNorm.weight,torch.Size([128]),128,0.10701107,0.29264277,0.1450515,0.031104997,0.1450515,0.29264277,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.51628983,0.46228427,0.0009108323,0.110225305,0.08790376,0.51628983,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.intermediate.dense.bias,torch.Size([512]),512,-2.2158735,0.38861296,-1.0079547,0.33711183,1.0097448,2.2158735,50.9765625,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.output.dense.weight,"torch.Size([128, 512])",65536,-0.5629863,0.47912744,-1.756895e-05,0.09160428,0.072493844,0.5629863,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.output.dense.bias,torch.Size([128]),128,-0.7223109,0.8194854,0.0004728036,0.24468954,0.19165635,0.8194854,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.output.LayerNorm.bias,torch.Size([128]),128,-0.58327883,0.6865533,-0.0019224165,0.20311901,0.15864015,0.6865533,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.0.output.LayerNorm.weight,torch.Size([128]),128,0.4758567,0.6241958,0.523429,0.02396622,0.523429,0.6241958,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.49930626,0.5064333,0.00027820177,0.11769339,0.09386452,0.5064333,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.intermediate.dense.bias,torch.Size([512]),512,-1.787517,0.021986336,-0.82431144,0.34284118,0.8245806,1.787517,30.078125,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.output.dense.weight,"torch.Size([128, 512])",65536,-0.49527052,0.47843522,-4.250751e-05,0.09984017,0.079174116,0.49527052,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.output.dense.bias,torch.Size([128]),128,-0.89336824,0.60848325,-0.012062014,0.21104525,0.15155871,0.89336824,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.output.LayerNorm.bias,torch.Size([128]),128,-0.73446655,0.4562164,-0.012361504,0.1572887,0.11199704,0.73446655,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.1.output.LayerNorm.weight,torch.Size([128]),128,0.4132019,0.5407988,0.47146654,0.022216847,0.47146654,0.5407988,0.0,0.0,0.0,MobileBERT
mobilebert.encoder.layer.2.ffn.2.intermediate.dense.weight,"torch.Size([512, 128])",65536,-0.5559909,0.681862,0.00047016877,0.121395744,0.09660218,0.681862,0.0,0.0,0.0,MobileBERT
