step,epoch,loss,analog_lr,classifier_lr,ln_lr,f1,em,f1_c_only,em_c_only,wall_time_s
880,1,1.551506,1.527289e-02,2.863666e-03,2.863666e-03,,,,,1659.5
900,1,1.467804,1.523818e-02,2.857158e-03,2.857158e-03,,,,,1696.9
920,1,1.824774,1.520347e-02,2.850651e-03,2.850651e-03,,,,,1734.3
940,1,2.050815,1.516876e-02,2.844143e-03,2.844143e-03,,,,,1771.9
960,1,1.669123,1.513406e-02,2.837636e-03,2.837636e-03,,,,,1809.3
980,1,1.217866,1.509935e-02,2.831128e-03,2.831128e-03,,,,,1846.8
1000,1,1.579944,1.506464e-02,2.824620e-03,2.824620e-03,,,,,1884.7
1020,1,1.357984,1.502993e-02,2.818113e-03,2.818113e-03,,,,,1922.2
1040,1,0.690544,1.499523e-02,2.811605e-03,2.811605e-03,,,,,1959.6
1060,1,1.459338,1.496052e-02,2.805098e-03,2.805098e-03,,,,,1997.1
1080,1,1.388127,1.492581e-02,2.798590e-03,2.798590e-03,,,,,2034.6
1100,1,1.408041,1.489111e-02,2.792082e-03,2.792082e-03,,,,,2072.0
1120,1,1.217792,1.485640e-02,2.785575e-03,2.785575e-03,,,,,2109.5
1140,1,1.090395,1.482169e-02,2.779067e-03,2.779067e-03,,,,,2146.9
1160,1,1.312174,1.478698e-02,2.772560e-03,2.772560e-03,,,,,2184.6
1180,1,1.619198,1.475228e-02,2.766052e-03,2.766052e-03,,,,,2222.1
1200,1,1.549417,1.471757e-02,2.759544e-03,2.759544e-03,,,,,2259.6
1220,1,1.431224,1.468286e-02,2.753037e-03,2.753037e-03,,,,,2297.0
1240,1,1.802154,1.464816e-02,2.746529e-03,2.746529e-03,,,,,2334.4
1260,1,1.796997,1.461345e-02,2.740022e-03,2.740022e-03,,,,,2371.8
1280,1,1.084296,1.457874e-02,2.733514e-03,2.733514e-03,,,,,2409.2
1300,1,1.924710,1.454403e-02,2.727007e-03,2.727007e-03,,,,,2446.8
1320,1,0.644205,1.450933e-02,2.720499e-03,2.720499e-03,,,,,2484.2
1340,1,0.746516,1.447462e-02,2.713991e-03,2.713991e-03,,,,,2521.6
1360,1,1.255788,1.443991e-02,2.707484e-03,2.707484e-03,,,,,2559.0
1380,1,1.197080,1.440521e-02,2.700976e-03,2.700976e-03,,,,,2596.6
1400,1,1.616300,1.437050e-02,2.694469e-03,2.694469e-03,,,,,2634.1
1420,1,1.052453,1.433579e-02,2.687961e-03,2.687961e-03,,,,,2671.6
1440,1,1.747214,1.430108e-02,2.681453e-03,2.681453e-03,,,,,2709.1
1460,1,0.916826,1.426638e-02,2.674946e-03,2.674946e-03,,,,,2746.5
1480,1,1.736655,1.423167e-02,2.668438e-03,2.668438e-03,,,,,2784.0
1500,1,1.621974,1.419696e-02,2.661931e-03,2.661931e-03,,,,,2821.3
1520,1,1.765612,1.416226e-02,2.655423e-03,2.655423e-03,,,,,2858.8
1540,1,1.372159,1.412755e-02,2.648915e-03,2.648915e-03,,,,,2896.3
1560,1,1.803268,1.409284e-02,2.642408e-03,2.642408e-03,,,,,2933.8
1580,1,2.183898,1.405813e-02,2.635900e-03,2.635900e-03,,,,,2971.2
1600,1,1.695827,1.402343e-02,2.629393e-03,2.629393e-03,,,,,3008.6
1620,1,0.935685,1.398872e-02,2.622885e-03,2.622885e-03,,,,,3046.5
1640,1,1.404034,1.395401e-02,2.616377e-03,2.616377e-03,,,,,3084.3
1660,1,1.220602,1.391931e-02,2.609870e-03,2.609870e-03,,,,,3122.1
1680,1,1.765734,1.388460e-02,2.603362e-03,2.603362e-03,,,,,3159.6
1700,1,1.183534,1.384989e-02,2.596855e-03,2.596855e-03,,,,,3197.1
1720,1,2.361094,1.381518e-02,2.590347e-03,2.590347e-03,,,,,3234.7
1740,1,1.639829,1.378048e-02,2.583839e-03,2.583839e-03,,,,,3272.1
1760,1,1.606312,1.374577e-02,2.577332e-03,2.577332e-03,,,,,3309.5
1780,1,0.710896,1.371106e-02,2.570824e-03,2.570824e-03,,,,,3346.9
1800,1,0.873212,1.367636e-02,2.564317e-03,2.564317e-03,,,,,3384.6
1820,1,1.562140,1.364165e-02,2.557809e-03,2.557809e-03,,,,,3422.4
1840,1,1.450131,1.360694e-02,2.551302e-03,2.551302e-03,,,,,3460.3
1844,1,1.817528,1.360000e-02,2.550000e-03,2.550000e-03,81.94,72.49,35.60,25.88,3857.8
1860,2,1.334821,1.357223e-02,2.544794e-03,2.544794e-03,,,,,3888.5
1880,2,1.342885,1.353753e-02,2.538286e-03,2.538286e-03,,,,,3926.2
1900,2,0.857507,1.350282e-02,2.531779e-03,2.531779e-03,,,,,3963.7
1920,2,0.917124,1.346811e-02,2.525271e-03,2.525271e-03,,,,,4001.2
1940,2,1.731351,1.343341e-02,2.518764e-03,2.518764e-03,,,,,4038.8
1960,2,1.259054,1.339870e-02,2.512256e-03,2.512256e-03,,,,,4076.6
1980,2,1.601717,1.336399e-02,2.505748e-03,2.505748e-03,,,,,4114.6
2000,2,0.783191,1.332928e-02,2.499241e-03,2.499241e-03,,,,,4152.3
2020,2,1.693748,1.329458e-02,2.492733e-03,2.492733e-03,,,,,4189.9
2040,2,0.734225,1.325987e-02,2.486226e-03,2.486226e-03,,,,,4227.4
2060,2,0.643552,1.322516e-02,2.479718e-03,2.479718e-03,,,,,4264.8
2080,2,1.271159,1.319046e-02,2.473210e-03,2.473210e-03,,,,,4302.4
2100,2,1.739435,1.315575e-02,2.466703e-03,2.466703e-03,,,,,4339.9
2120,2,1.234821,1.312104e-02,2.460195e-03,2.460195e-03,,,,,4377.4
2140,2,1.307121,1.308633e-02,2.453688e-03,2.453688e-03,,,,,4415.2
2160,2,2.165814,1.305163e-02,2.447180e-03,2.447180e-03,,,,,4452.9
2180,2,1.180203,1.301692e-02,2.440672e-03,2.440672e-03,,,,,4490.5
2200,2,1.169819,1.298221e-02,2.434165e-03,2.434165e-03,,,,,4528.0
2220,2,0.781764,1.294751e-02,2.427657e-03,2.427657e-03,,,,,4565.7
2240,2,2.444548,1.291280e-02,2.421150e-03,2.421150e-03,,,,,4603.2
2260,2,1.556973,1.287809e-02,2.414642e-03,2.414642e-03,,,,,4640.7
2280,2,1.198450,1.284338e-02,2.408134e-03,2.408134e-03,,,,,4678.2
2300,2,1.201368,1.280868e-02,2.401627e-03,2.401627e-03,,,,,4715.5
2320,2,1.518363,1.277397e-02,2.395119e-03,2.395119e-03,,,,,4752.9
2340,2,1.972436,1.273926e-02,2.388612e-03,2.388612e-03,,,,,4790.4
2360,2,1.241102,1.270456e-02,2.382104e-03,2.382104e-03,,,,,4828.0
2380,2,1.440540,1.266985e-02,2.375597e-03,2.375597e-03,,,,,4865.5
2400,2,1.797181,1.263514e-02,2.369089e-03,2.369089e-03,,,,,4903.1
2420,2,0.980294,1.260043e-02,2.362581e-03,2.362581e-03,,,,,4940.6
2440,2,1.238817,1.256573e-02,2.356074e-03,2.356074e-03,,,,,4977.9
2460,2,0.899947,1.253102e-02,2.349566e-03,2.349566e-03,,,,,5015.6
2480,2,1.142792,1.249631e-02,2.343059e-03,2.343059e-03,,,,,5053.2
2500,2,1.015415,1.246161e-02,2.336551e-03,2.336551e-03,,,,,5090.5
2520,2,1.020110,1.242690e-02,2.330043e-03,2.330043e-03,,,,,5127.9
2540,2,1.121845,1.239219e-02,2.323536e-03,2.323536e-03,,,,,5165.3
2560,2,0.396747,1.235748e-02,2.317028e-03,2.317028e-03,,,,,5202.7
2580,2,2.037862,1.232278e-02,2.310521e-03,2.310521e-03,,,,,5240.3
2600,2,2.735458,1.228807e-02,2.304013e-03,2.304013e-03,,,,,5277.9
2620,2,0.906125,1.225336e-02,2.297505e-03,2.297505e-03,,,,,5315.6
2640,2,1.274824,1.221866e-02,2.290998e-03,2.290998e-03,,,,,5352.9
2660,2,0.806644,1.218395e-02,2.284490e-03,2.284490e-03,,,,,5390.3
2680,2,1.131181,1.214924e-02,2.277983e-03,2.277983e-03,,,,,5427.9
2700,2,1.051682,1.211453e-02,2.271475e-03,2.271475e-03,,,,,5465.4
2720,2,1.456904,1.207983e-02,2.264967e-03,2.264967e-03,,,,,5502.9
2740,2,1.660300,1.204512e-02,2.258460e-03,2.258460e-03,,,,,5540.4
2760,2,1.140511,1.201041e-02,2.251952e-03,2.251952e-03,,,,,5577.9
2780,2,1.320007,1.197570e-02,2.245445e-03,2.245445e-03,,,,,5615.5
2800,2,1.343948,1.194100e-02,2.238937e-03,2.238937e-03,,,,,5652.9
2820,2,1.379505,1.190629e-02,2.232430e-03,2.232430e-03,,,,,5690.4
2840,2,1.030214,1.187158e-02,2.225922e-03,2.225922e-03,,,,,5727.8
2860,2,1.647656,1.183688e-02,2.219414e-03,2.219414e-03,,,,,5765.3
2880,2,2.220399,1.180217e-02,2.212907e-03,2.212907e-03,,,,,5802.8
2900,2,1.443508,1.176746e-02,2.206399e-03,2.206399e-03,,,,,5840.2
2920,2,1.217329,1.173275e-02,2.199892e-03,2.199892e-03,,,,,5877.5
2940,2,1.761766,1.169805e-02,2.193384e-03,2.193384e-03,,,,,5914.8
2960,2,0.511120,1.166334e-02,2.186876e-03,2.186876e-03,,,,,5952.1
2980,2,0.869764,1.162863e-02,2.180369e-03,2.180369e-03,,,,,5989.6
3000,2,1.061768,1.159393e-02,2.173861e-03,2.173861e-03,,,,,6027.2
3020,2,1.631973,1.155922e-02,2.167354e-03,2.167354e-03,,,,,6064.6
3040,2,1.164437,1.152451e-02,2.160846e-03,2.160846e-03,,,,,6102.2
3060,2,1.820402,1.148980e-02,2.154338e-03,2.154338e-03,,,,,6139.9
3080,2,0.793978,1.145510e-02,2.147831e-03,2.147831e-03,,,,,6177.6
3100,2,1.279413,1.142039e-02,2.141323e-03,2.141323e-03,,,,,6215.1
3120,2,1.590985,1.138568e-02,2.134816e-03,2.134816e-03,,,,,6252.8
3140,2,1.295470,1.135098e-02,2.128308e-03,2.128308e-03,,,,,6290.5
3160,2,1.334346,1.131627e-02,2.121800e-03,2.121800e-03,,,,,6328.1
3180,2,0.868753,1.128156e-02,2.115293e-03,2.115293e-03,,,,,6365.7
3200,2,1.153640,1.124685e-02,2.108785e-03,2.108785e-03,,,,,6403.1
3220,2,1.003786,1.121215e-02,2.102278e-03,2.102278e-03,,,,,6440.7
3240,2,2.089715,1.117744e-02,2.095770e-03,2.095770e-03,,,,,6478.2
3260,2,1.517496,1.114273e-02,2.089262e-03,2.089262e-03,,,,,6515.7
3280,2,1.232323,1.110803e-02,2.082755e-03,2.082755e-03,,,,,6553.2
3300,2,1.029265,1.107332e-02,2.076247e-03,2.076247e-03,,,,,6590.7
3320,2,1.682974,1.103861e-02,2.069740e-03,2.069740e-03,,,,,6628.4
3340,2,0.605829,1.100390e-02,2.063232e-03,2.063232e-03,,,,,6665.9
3360,2,0.668157,1.096920e-02,2.056725e-03,2.056725e-03,,,,,6703.5
3380,2,0.792202,1.093449e-02,2.050217e-03,2.050217e-03,,,,,6741.2
3400,2,1.066639,1.089978e-02,2.043709e-03,2.043709e-03,,,,,6778.9
3420,2,1.721634,1.086508e-02,2.037202e-03,2.037202e-03,,,,,6816.5
3440,2,1.039685,1.083037e-02,2.030694e-03,2.030694e-03,,,,,6854.0
3460,2,0.578350,1.079566e-02,2.024187e-03,2.024187e-03,,,,,6891.6
3480,2,1.886032,1.076095e-02,2.017679e-03,2.017679e-03,,,,,6929.4
3500,2,1.008045,1.072625e-02,2.011171e-03,2.011171e-03,,,,,6967.0
3520,2,1.619445,1.069154e-02,2.004664e-03,2.004664e-03,,,,,7004.6
3540,2,1.016887,1.065683e-02,1.998156e-03,1.998156e-03,,,,,7042.2
3560,2,1.285910,1.062213e-02,1.991649e-03,1.991649e-03,,,,,7079.8
3580,2,1.116307,1.058742e-02,1.985141e-03,1.985141e-03,,,,,7117.4
3600,2,1.602468,1.055271e-02,1.978633e-03,1.978633e-03,,,,,7155.1
3620,2,0.968039,1.051800e-02,1.972126e-03,1.972126e-03,,,,,7192.9
3640,2,0.836360,1.048330e-02,1.965618e-03,1.965618e-03,,,,,7230.4
3660,2,1.252172,1.044859e-02,1.959111e-03,1.959111e-03,,,,,7268.2
3680,2,0.771541,1.041388e-02,1.952603e-03,1.952603e-03,,,,,7305.7
3688,2,1.221172,1.040000e-02,1.950000e-03,1.950000e-03,84.49,75.68,48.58,37.00,7704.1
3700,3,0.850228,1.037918e-02,1.946095e-03,1.946095e-03,,,,,7726.7
3720,3,0.806366,1.034447e-02,1.939588e-03,1.939588e-03,,,,,7764.5
3740,3,1.536127,1.030976e-02,1.933080e-03,1.933080e-03,,,,,7801.8
3760,3,1.745018,1.027505e-02,1.926573e-03,1.926573e-03,,,,,7839.1
3780,3,1.456168,1.024035e-02,1.920065e-03,1.920065e-03,,,,,7876.3
3800,3,0.888420,1.020564e-02,1.913557e-03,1.913557e-03,,,,,7913.7
3820,3,0.593438,1.017093e-02,1.907050e-03,1.907050e-03,,,,,7951.0
3840,3,0.715332,1.013623e-02,1.900542e-03,1.900542e-03,,,,,7988.3
3860,3,1.098485,1.010152e-02,1.894035e-03,1.894035e-03,,,,,8025.8
3880,3,0.779822,1.006681e-02,1.887527e-03,1.887527e-03,,,,,8063.1
3900,3,0.786945,1.003210e-02,1.881020e-03,1.881020e-03,,,,,8100.4
3920,3,1.321334,9.997397e-03,1.874512e-03,1.874512e-03,,,,,8137.7
3940,3,0.815575,9.962690e-03,1.868004e-03,1.868004e-03,,,,,8175.0
3960,3,0.959525,9.927983e-03,1.861497e-03,1.861497e-03,,,,,8212.3
3980,3,0.854047,9.893275e-03,1.854989e-03,1.854989e-03,,,,,8249.8
4000,3,0.480111,9.858568e-03,1.848482e-03,1.848482e-03,,,,,8287.2
4020,3,0.679132,9.823861e-03,1.841974e-03,1.841974e-03,,,,,8324.7
4040,3,1.229324,9.789154e-03,1.835466e-03,1.835466e-03,,,,,8362.4
4060,3,0.735896,9.754447e-03,1.828959e-03,1.828959e-03,,,,,8399.8
4080,3,1.161219,9.719740e-03,1.822451e-03,1.822451e-03,,,,,8437.7
4100,3,1.018413,9.685033e-03,1.815944e-03,1.815944e-03,,,,,8475.6
4120,3,0.843958,9.650325e-03,1.809436e-03,1.809436e-03,,,,,8513.2
4140,3,1.267546,9.615618e-03,1.802928e-03,1.802928e-03,,,,,8550.9
4160,3,1.020780,9.580911e-03,1.796421e-03,1.796421e-03,,,,,8588.4
4180,3,1.117178,9.546204e-03,1.789913e-03,1.789913e-03,,,,,8626.0
4200,3,1.489859,9.511497e-03,1.783406e-03,1.783406e-03,,,,,8663.7
4220,3,0.804431,9.476790e-03,1.776898e-03,1.776898e-03,,,,,8701.4
4240,3,1.297467,9.442082e-03,1.770390e-03,1.770390e-03,,,,,8739.1
4260,3,0.982572,9.407375e-03,1.763883e-03,1.763883e-03,,,,,8776.7
4280,3,0.855879,9.372668e-03,1.757375e-03,1.757375e-03,,,,,8814.4
4300,3,1.777809,9.337961e-03,1.750868e-03,1.750868e-03,,,,,8851.9
4320,3,1.093887,9.303254e-03,1.744360e-03,1.744360e-03,,,,,8889.5
4340,3,0.903908,9.268547e-03,1.737852e-03,1.737852e-03,,,,,8926.8
4360,3,1.159638,9.233839e-03,1.731345e-03,1.731345e-03,,,,,8964.2
4380,3,1.002920,9.199132e-03,1.724837e-03,1.724837e-03,,,,,9001.5
4400,3,1.131603,9.164425e-03,1.718330e-03,1.718330e-03,,,,,9038.9
4420,3,1.454778,9.129718e-03,1.711822e-03,1.711822e-03,,,,,9076.3
4440,3,0.805610,9.095011e-03,1.705315e-03,1.705315e-03,,,,,9113.6
4460,3,1.440454,9.060304e-03,1.698807e-03,1.698807e-03,,,,,9150.9
4480,3,0.935016,9.025597e-03,1.692299e-03,1.692299e-03,,,,,9188.2
4500,3,1.852950,8.990889e-03,1.685792e-03,1.685792e-03,,,,,9225.6
4520,3,0.894273,8.956182e-03,1.679284e-03,1.679284e-03,,,,,9263.0
4540,3,1.380110,8.921475e-03,1.672777e-03,1.672777e-03,,,,,9300.7
4560,3,1.649017,8.886768e-03,1.666269e-03,1.666269e-03,,,,,9338.3
4580,3,2.033951,8.852061e-03,1.659761e-03,1.659761e-03,,,,,9375.8
4600,3,1.131255,8.817354e-03,1.653254e-03,1.653254e-03,,,,,9413.3
4620,3,1.145235,8.782646e-03,1.646746e-03,1.646746e-03,,,,,9450.7
4640,3,0.741375,8.747939e-03,1.640239e-03,1.640239e-03,,,,,9488.3
4660,3,0.651856,8.713232e-03,1.633731e-03,1.633731e-03,,,,,9526.0
4680,3,0.906863,8.678525e-03,1.627223e-03,1.627223e-03,,,,,9563.6
4700,3,1.036294,8.643818e-03,1.620716e-03,1.620716e-03,,,,,9601.2
4720,3,0.759172,8.609111e-03,1.614208e-03,1.614208e-03,,,,,9638.8
4740,3,0.812092,8.574403e-03,1.607701e-03,1.607701e-03,,,,,9676.5
4760,3,0.568818,8.539696e-03,1.601193e-03,1.601193e-03,,,,,9714.1
4780,3,1.433706,8.504989e-03,1.594685e-03,1.594685e-03,,,,,9751.8
4800,3,0.476339,8.470282e-03,1.588178e-03,1.588178e-03,,,,,9789.4
4820,3,1.015801,8.435575e-03,1.581670e-03,1.581670e-03,,,,,9826.8
4840,3,0.956416,8.400868e-03,1.575163e-03,1.575163e-03,,,,,9864.3
4860,3,0.892846,8.366161e-03,1.568655e-03,1.568655e-03,,,,,9901.8
4880,3,1.364009,8.331453e-03,1.562148e-03,1.562148e-03,,,,,9939.2
4900,3,1.632556,8.296746e-03,1.555640e-03,1.555640e-03,,,,,9976.8
4920,3,0.946444,8.262039e-03,1.549132e-03,1.549132e-03,,,,,10014.4
4940,3,1.025623,8.227332e-03,1.542625e-03,1.542625e-03,,,,,10051.9
4960,3,0.679219,8.192625e-03,1.536117e-03,1.536117e-03,,,,,10089.2
4980,3,0.924988,8.157918e-03,1.529610e-03,1.529610e-03,,,,,10126.8
5000,3,0.996795,8.123210e-03,1.523102e-03,1.523102e-03,,,,,10164.1
5020,3,1.359389,8.088503e-03,1.516594e-03,1.516594e-03,,,,,10201.9
5040,3,1.107044,8.053796e-03,1.510087e-03,1.510087e-03,,,,,10239.3
5060,3,0.734790,8.019089e-03,1.503579e-03,1.503579e-03,,,,,10276.6
5080,3,0.503755,7.984382e-03,1.497072e-03,1.497072e-03,,,,,10314.1
5100,3,1.069029,7.949675e-03,1.490564e-03,1.490564e-03,,,,,10351.4
5120,3,1.457706,7.914967e-03,1.484056e-03,1.484056e-03,,,,,10388.7
5140,3,1.477559,7.880260e-03,1.477549e-03,1.477549e-03,,,,,10426.2
5160,3,1.193709,7.845553e-03,1.471041e-03,1.471041e-03,,,,,10463.5
5180,3,1.497194,7.810846e-03,1.464534e-03,1.464534e-03,,,,,10500.8
5200,3,1.631136,7.776139e-03,1.458026e-03,1.458026e-03,,,,,10538.2
5220,3,0.634397,7.741432e-03,1.451518e-03,1.451518e-03,,,,,10575.8
5240,3,0.919121,7.706725e-03,1.445011e-03,1.445011e-03,,,,,10613.4
5260,3,1.289379,7.672017e-03,1.438503e-03,1.438503e-03,,,,,10651.5
5280,3,1.566828,7.637310e-03,1.431996e-03,1.431996e-03,,,,,10689.2
5300,3,1.103078,7.602603e-03,1.425488e-03,1.425488e-03,,,,,10726.8
5320,3,0.877903,7.567896e-03,1.418980e-03,1.418980e-03,,,,,10764.5
5340,3,1.768106,7.533189e-03,1.412473e-03,1.412473e-03,,,,,10802.3
5360,3,1.335438,7.498482e-03,1.405965e-03,1.405965e-03,,,,,10839.8
5380,3,0.611075,7.463774e-03,1.399458e-03,1.399458e-03,,,,,10877.3
5400,3,0.922840,7.429067e-03,1.392950e-03,1.392950e-03,,,,,10914.9
5420,3,1.285188,7.394360e-03,1.386443e-03,1.386443e-03,,,,,10952.4
5440,3,1.083310,7.359653e-03,1.379935e-03,1.379935e-03,,,,,10989.8
5460,3,1.604221,7.324946e-03,1.373427e-03,1.373427e-03,,,,,11027.2
5480,3,1.386661,7.290239e-03,1.366920e-03,1.366920e-03,,,,,11065.0
5500,3,1.402472,7.255531e-03,1.360412e-03,1.360412e-03,,,,,11102.5
5520,3,0.802767,7.220824e-03,1.353905e-03,1.353905e-03,,,,,11140.0
5532,3,1.046868,7.200000e-03,1.350000e-03,1.350000e-03,85.62,76.97,57.40,45.70,11547.3
5540,4,0.809609,7.186117e-03,1.347397e-03,1.347397e-03,,,,,11562.4
5560,4,0.719584,7.151410e-03,1.340889e-03,1.340889e-03,,,,,11600.5
5580,4,1.085900,7.116703e-03,1.334382e-03,1.334382e-03,,,,,11638.0
5600,4,1.005882,7.081996e-03,1.327874e-03,1.327874e-03,,,,,11675.5
5620,4,1.020414,7.047289e-03,1.321367e-03,1.321367e-03,,,,,11712.9
5640,4,1.539328,7.012581e-03,1.314859e-03,1.314859e-03,,,,,11750.3
5660,4,1.500624,6.977874e-03,1.308351e-03,1.308351e-03,,,,,11787.6
5680,4,1.073525,6.943167e-03,1.301844e-03,1.301844e-03,,,,,11825.0
5700,4,0.639464,6.908460e-03,1.295336e-03,1.295336e-03,,,,,11862.6
5720,4,0.763985,6.873753e-03,1.288829e-03,1.288829e-03,,,,,11900.1
5740,4,0.721105,6.839046e-03,1.282321e-03,1.282321e-03,,,,,11937.6
5760,4,1.139967,6.804338e-03,1.275813e-03,1.275813e-03,,,,,11975.1
5780,4,1.241442,6.769631e-03,1.269306e-03,1.269306e-03,,,,,12012.5
5800,4,0.950939,6.734924e-03,1.262798e-03,1.262798e-03,,,,,12049.9
5820,4,1.083980,6.700217e-03,1.256291e-03,1.256291e-03,,,,,12087.7
5840,4,0.839064,6.665510e-03,1.249783e-03,1.249783e-03,,,,,12125.3
5860,4,0.860822,6.630803e-03,1.243275e-03,1.243275e-03,,,,,12162.5
5880,4,0.844248,6.596095e-03,1.236768e-03,1.236768e-03,,,,,12199.7
5900,4,0.834428,6.561388e-03,1.230260e-03,1.230260e-03,,,,,12237.1
5920,4,0.727797,6.526681e-03,1.223753e-03,1.223753e-03,,,,,12274.3
5940,4,1.347961,6.491974e-03,1.217245e-03,1.217245e-03,,,,,12311.7
5960,4,0.873819,6.457267e-03,1.210738e-03,1.210738e-03,,,,,12349.0
5980,4,1.333948,6.422560e-03,1.204230e-03,1.204230e-03,,,,,12386.2
6000,4,1.270225,6.387852e-03,1.197722e-03,1.197722e-03,,,,,12423.6
6020,4,0.984468,6.353145e-03,1.191215e-03,1.191215e-03,,,,,12461.0
6040,4,0.788463,6.318438e-03,1.184707e-03,1.184707e-03,,,,,12498.3
6060,4,1.128017,6.283731e-03,1.178200e-03,1.178200e-03,,,,,12535.7
6080,4,1.878613,6.249024e-03,1.171692e-03,1.171692e-03,,,,,12573.1
6100,4,0.687704,6.214317e-03,1.165184e-03,1.165184e-03,,,,,12610.4
6120,4,1.081050,6.179610e-03,1.158677e-03,1.158677e-03,,,,,12647.7
6140,4,1.073411,6.144902e-03,1.152169e-03,1.152169e-03,,,,,12685.1
6160,4,2.168075,6.110195e-03,1.145662e-03,1.145662e-03,,,,,12722.5
6180,4,1.214545,6.075488e-03,1.139154e-03,1.139154e-03,,,,,12760.2
6200,4,0.700759,6.040781e-03,1.132646e-03,1.132646e-03,,,,,12797.9
6220,4,0.841604,6.006074e-03,1.126139e-03,1.126139e-03,,,,,12835.5
6240,4,0.922482,5.971367e-03,1.119631e-03,1.119631e-03,,,,,12873.1
6260,4,0.877468,5.936659e-03,1.113124e-03,1.113124e-03,,,,,12910.4
6280,4,0.819350,5.901952e-03,1.106616e-03,1.106616e-03,,,,,12947.9
6300,4,0.568612,5.867245e-03,1.100108e-03,1.100108e-03,,,,,12985.3
6320,4,0.742292,5.832538e-03,1.093601e-03,1.093601e-03,,,,,13022.9
6340,4,0.926776,5.797831e-03,1.087093e-03,1.087093e-03,,,,,13060.4
6360,4,0.954470,5.763124e-03,1.080586e-03,1.080586e-03,,,,,13097.9
6380,4,1.064695,5.728416e-03,1.074078e-03,1.074078e-03,,,,,13135.5
6400,4,0.933751,5.693709e-03,1.067570e-03,1.067570e-03,,,,,13173.3
6420,4,0.985718,5.659002e-03,1.061063e-03,1.061063e-03,,,,,13210.9
