step,epoch,loss,analog_lr,classifier_lr,ln_lr,f1,em,f1_c_only,em_c_only,wall_time_s
1220,1,1.425063,1.468286e-02,2.753037e-03,2.753037e-03,,,,,2314.3
1240,1,1.818390,1.464816e-02,2.746529e-03,2.746529e-03,,,,,2351.8
1260,1,1.595479,1.461345e-02,2.740022e-03,2.740022e-03,,,,,2389.5
1280,1,1.098581,1.457874e-02,2.733514e-03,2.733514e-03,,,,,2427.3
1300,1,1.811223,1.454403e-02,2.727007e-03,2.727007e-03,,,,,2465.1
1320,1,0.798267,1.450933e-02,2.720499e-03,2.720499e-03,,,,,2502.8
1340,1,0.728651,1.447462e-02,2.713991e-03,2.713991e-03,,,,,2540.3
1360,1,1.053902,1.443991e-02,2.707484e-03,2.707484e-03,,,,,2577.9
1380,1,1.310462,1.440521e-02,2.700976e-03,2.700976e-03,,,,,2615.6
1400,1,1.601976,1.437050e-02,2.694469e-03,2.694469e-03,,,,,2653.4
1420,1,0.973641,1.433579e-02,2.687961e-03,2.687961e-03,,,,,2691.0
1440,1,1.799536,1.430108e-02,2.681453e-03,2.681453e-03,,,,,2728.6
1460,1,0.819521,1.426638e-02,2.674946e-03,2.674946e-03,,,,,2766.1
1480,1,1.732436,1.423167e-02,2.668438e-03,2.668438e-03,,,,,2803.6
1500,1,1.488612,1.419696e-02,2.661931e-03,2.661931e-03,,,,,2841.1
1520,1,1.811586,1.416226e-02,2.655423e-03,2.655423e-03,,,,,2878.6
1540,1,1.368429,1.412755e-02,2.648915e-03,2.648915e-03,,,,,2916.1
1560,1,1.557072,1.409284e-02,2.642408e-03,2.642408e-03,,,,,2953.8
1580,1,2.075560,1.405813e-02,2.635900e-03,2.635900e-03,,,,,2991.6
1600,1,1.862975,1.402343e-02,2.629393e-03,2.629393e-03,,,,,3029.5
1620,1,0.866232,1.398872e-02,2.622885e-03,2.622885e-03,,,,,3067.5
1640,1,1.516007,1.395401e-02,2.616377e-03,2.616377e-03,,,,,3105.3
1660,1,1.166171,1.391931e-02,2.609870e-03,2.609870e-03,,,,,3143.1
1680,1,1.744977,1.388460e-02,2.603362e-03,2.603362e-03,,,,,3180.9
1700,1,1.187706,1.384989e-02,2.596855e-03,2.596855e-03,,,,,3218.6
1720,1,2.298307,1.381518e-02,2.590347e-03,2.590347e-03,,,,,3256.3
1740,1,1.734692,1.378048e-02,2.583839e-03,2.583839e-03,,,,,3294.1
1760,1,1.510964,1.374577e-02,2.577332e-03,2.577332e-03,,,,,3331.8
1780,1,0.678599,1.371106e-02,2.570824e-03,2.570824e-03,,,,,3369.5
1800,1,0.921463,1.367636e-02,2.564317e-03,2.564317e-03,,,,,3407.1
1820,1,1.432086,1.364165e-02,2.557809e-03,2.557809e-03,,,,,3444.4
1840,1,1.336623,1.360694e-02,2.551302e-03,2.551302e-03,,,,,3481.9
1844,1,1.808531,1.360000e-02,2.550000e-03,2.550000e-03,82.38,73.19,67.56,57.04,3883.0
1860,2,1.153277,1.357223e-02,2.544794e-03,2.544794e-03,,,,,3913.6
1880,2,1.438245,1.353753e-02,2.538286e-03,2.538286e-03,,,,,3951.1
1900,2,0.705902,1.350282e-02,2.531779e-03,2.531779e-03,,,,,3988.5
1920,2,0.787318,1.346811e-02,2.525271e-03,2.525271e-03,,,,,4025.9
1940,2,1.614677,1.343341e-02,2.518764e-03,2.518764e-03,,,,,4063.6
1960,2,1.114562,1.339870e-02,2.512256e-03,2.512256e-03,,,,,4101.1
1980,2,1.738183,1.336399e-02,2.505748e-03,2.505748e-03,,,,,4138.6
2000,2,0.997880,1.332928e-02,2.499241e-03,2.499241e-03,,,,,4176.2
2020,2,1.635099,1.329458e-02,2.492733e-03,2.492733e-03,,,,,4213.7
2040,2,0.685979,1.325987e-02,2.486226e-03,2.486226e-03,,,,,4251.1
2060,2,0.729370,1.322516e-02,2.479718e-03,2.479718e-03,,,,,4288.6
2080,2,1.013484,1.319046e-02,2.473210e-03,2.473210e-03,,,,,4326.2
2100,2,1.476279,1.315575e-02,2.466703e-03,2.466703e-03,,,,,4363.6
2120,2,1.337990,1.312104e-02,2.460195e-03,2.460195e-03,,,,,4401.1
2140,2,1.130610,1.308633e-02,2.453688e-03,2.453688e-03,,,,,4438.5
2160,2,2.072382,1.305163e-02,2.447180e-03,2.447180e-03,,,,,4476.0
2180,2,1.115274,1.301692e-02,2.440672e-03,2.440672e-03,,,,,4513.7
2200,2,1.036344,1.298221e-02,2.434165e-03,2.434165e-03,,,,,4551.1
2220,2,0.767542,1.294751e-02,2.427657e-03,2.427657e-03,,,,,4588.6
2240,2,2.326481,1.291280e-02,2.421150e-03,2.421150e-03,,,,,4626.2
2260,2,1.610288,1.287809e-02,2.414642e-03,2.414642e-03,,,,,4663.7
2280,2,0.953490,1.284338e-02,2.408134e-03,2.408134e-03,,,,,4701.1
2300,2,1.285200,1.280868e-02,2.401627e-03,2.401627e-03,,,,,4738.7
2320,2,1.532131,1.277397e-02,2.395119e-03,2.395119e-03,,,,,4776.3
2340,2,1.989318,1.273926e-02,2.388612e-03,2.388612e-03,,,,,4813.9
2360,2,0.980524,1.270456e-02,2.382104e-03,2.382104e-03,,,,,4851.6
2380,2,1.384237,1.266985e-02,2.375597e-03,2.375597e-03,,,,,4889.1
2400,2,1.604181,1.263514e-02,2.369089e-03,2.369089e-03,,,,,4926.8
2420,2,0.879050,1.260043e-02,2.362581e-03,2.362581e-03,,,,,4964.4
2440,2,1.087354,1.256573e-02,2.356074e-03,2.356074e-03,,,,,5002.0
2460,2,0.999937,1.253102e-02,2.349566e-03,2.349566e-03,,,,,5039.7
2480,2,1.340266,1.249631e-02,2.343059e-03,2.343059e-03,,,,,5077.2
2500,2,1.106395,1.246161e-02,2.336551e-03,2.336551e-03,,,,,5114.6
2520,2,0.908403,1.242690e-02,2.330043e-03,2.330043e-03,,,,,5152.1
2540,2,1.413827,1.239219e-02,2.323536e-03,2.323536e-03,,,,,5189.8
2560,2,0.414841,1.235748e-02,2.317028e-03,2.317028e-03,,,,,5227.3
2580,2,1.705299,1.232278e-02,2.310521e-03,2.310521e-03,,,,,5264.7
2600,2,2.364212,1.228807e-02,2.304013e-03,2.304013e-03,,,,,5302.2
2620,2,0.832156,1.225336e-02,2.297505e-03,2.297505e-03,,,,,5339.6
2640,2,1.266629,1.221866e-02,2.290998e-03,2.290998e-03,,,,,5377.0
2660,2,0.878490,1.218395e-02,2.284490e-03,2.284490e-03,,,,,5414.4
2680,2,0.967478,1.214924e-02,2.277983e-03,2.277983e-03,,,,,5451.8
2700,2,0.969467,1.211453e-02,2.271475e-03,2.271475e-03,,,,,5489.2
2720,2,1.321153,1.207983e-02,2.264967e-03,2.264967e-03,,,,,5526.7
2740,2,1.548598,1.204512e-02,2.258460e-03,2.258460e-03,,,,,5564.2
2760,2,1.123289,1.201041e-02,2.251952e-03,2.251952e-03,,,,,5601.9
2780,2,1.162953,1.197570e-02,2.245445e-03,2.245445e-03,,,,,5639.4
2800,2,1.300786,1.194100e-02,2.238937e-03,2.238937e-03,,,,,5676.9
2820,2,1.382981,1.190629e-02,2.232430e-03,2.232430e-03,,,,,5714.3
2840,2,1.005009,1.187158e-02,2.225922e-03,2.225922e-03,,,,,5751.8
2860,2,1.544739,1.183688e-02,2.219414e-03,2.219414e-03,,,,,5789.3
2880,2,2.241811,1.180217e-02,2.212907e-03,2.212907e-03,,,,,5826.7
2900,2,1.294833,1.176746e-02,2.206399e-03,2.206399e-03,,,,,5864.1
2920,2,1.186608,1.173275e-02,2.199892e-03,2.199892e-03,,,,,5901.7
2940,2,1.730038,1.169805e-02,2.193384e-03,2.193384e-03,,,,,5939.5
2960,2,0.424997,1.166334e-02,2.186876e-03,2.186876e-03,,,,,5977.3
2980,2,0.750171,1.162863e-02,2.180369e-03,2.180369e-03,,,,,6015.0
3000,2,1.077600,1.159393e-02,2.173861e-03,2.173861e-03,,,,,6053.0
3020,2,1.706765,1.155922e-02,2.167354e-03,2.167354e-03,,,,,6090.7
3040,2,1.173352,1.152451e-02,2.160846e-03,2.160846e-03,,,,,6128.3
3060,2,1.864429,1.148980e-02,2.154338e-03,2.154338e-03,,,,,6165.9
3080,2,0.863025,1.145510e-02,2.147831e-03,2.147831e-03,,,,,6203.5
3100,2,1.304696,1.142039e-02,2.141323e-03,2.141323e-03,,,,,6241.2
3120,2,1.515642,1.138568e-02,2.134816e-03,2.134816e-03,,,,,6278.9
3140,2,1.366880,1.135098e-02,2.128308e-03,2.128308e-03,,,,,6316.5
3160,2,1.209305,1.131627e-02,2.121800e-03,2.121800e-03,,,,,6354.1
3180,2,0.808402,1.128156e-02,2.115293e-03,2.115293e-03,,,,,6391.7
3200,2,1.270167,1.124685e-02,2.108785e-03,2.108785e-03,,,,,6429.3
3220,2,1.004810,1.121215e-02,2.102278e-03,2.102278e-03,,,,,6467.2
3240,2,2.081629,1.117744e-02,2.095770e-03,2.095770e-03,,,,,6504.7
3260,2,1.327942,1.114273e-02,2.089262e-03,2.089262e-03,,,,,6542.1
3280,2,1.180400,1.110803e-02,2.082755e-03,2.082755e-03,,,,,6579.5
3300,2,1.131480,1.107332e-02,2.076247e-03,2.076247e-03,,,,,6617.1
3320,2,1.744548,1.103861e-02,2.069740e-03,2.069740e-03,,,,,6654.5
3340,2,0.616298,1.100390e-02,2.063232e-03,2.063232e-03,,,,,6691.9
3360,2,0.593663,1.096920e-02,2.056725e-03,2.056725e-03,,,,,6729.2
3380,2,0.786209,1.093449e-02,2.050217e-03,2.050217e-03,,,,,6766.7
3400,2,1.060054,1.089978e-02,2.043709e-03,2.043709e-03,,,,,6804.1
3420,2,1.324009,1.086508e-02,2.037202e-03,2.037202e-03,,,,,6841.5
3440,2,1.006475,1.083037e-02,2.030694e-03,2.030694e-03,,,,,6879.1
3460,2,0.552057,1.079566e-02,2.024187e-03,2.024187e-03,,,,,6916.8
3480,2,1.598284,1.076095e-02,2.017679e-03,2.017679e-03,,,,,6954.4
3500,2,0.964366,1.072625e-02,2.011171e-03,2.011171e-03,,,,,6992.0
3520,2,1.773931,1.069154e-02,2.004664e-03,2.004664e-03,,,,,7029.6
3540,2,1.131747,1.065683e-02,1.998156e-03,1.998156e-03,,,,,7067.1
3560,2,1.157784,1.062213e-02,1.991649e-03,1.991649e-03,,,,,7104.8
3580,2,1.312476,1.058742e-02,1.985141e-03,1.985141e-03,,,,,7142.5
3600,2,1.525070,1.055271e-02,1.978633e-03,1.978633e-03,,,,,7180.1
3620,2,1.104116,1.051800e-02,1.972126e-03,1.972126e-03,,,,,7217.7
3640,2,0.694865,1.048330e-02,1.965618e-03,1.965618e-03,,,,,7255.2
3660,2,1.087954,1.044859e-02,1.959111e-03,1.959111e-03,,,,,7292.7
3680,2,0.798012,1.041388e-02,1.952603e-03,1.952603e-03,,,,,7330.2
3688,2,1.188823,1.040000e-02,1.950000e-03,1.950000e-03,84.67,76.34,82.46,73.25,7735.9
3700,3,0.867072,1.037918e-02,1.946095e-03,1.946095e-03,,,,,7758.9
3720,3,0.497625,1.034447e-02,1.939588e-03,1.939588e-03,,,,,7796.2
3740,3,1.859797,1.030976e-02,1.933080e-03,1.933080e-03,,,,,7833.6
3760,3,1.711245,1.027505e-02,1.926573e-03,1.926573e-03,,,,,7871.0
3780,3,1.338808,1.024035e-02,1.920065e-03,1.920065e-03,,,,,7908.4
3800,3,0.923359,1.020564e-02,1.913557e-03,1.913557e-03,,,,,7945.9
3820,3,0.630645,1.017093e-02,1.907050e-03,1.907050e-03,,,,,7983.3
3840,3,0.561950,1.013623e-02,1.900542e-03,1.900542e-03,,,,,8020.8
3860,3,1.202723,1.010152e-02,1.894035e-03,1.894035e-03,,,,,8058.3
3880,3,0.750072,1.006681e-02,1.887527e-03,1.887527e-03,,,,,8095.8
3900,3,0.687261,1.003210e-02,1.881020e-03,1.881020e-03,,,,,8133.3
3920,3,1.058058,9.997397e-03,1.874512e-03,1.874512e-03,,,,,8170.8
3940,3,0.700096,9.962690e-03,1.868004e-03,1.868004e-03,,,,,8208.4
3960,3,0.823510,9.927983e-03,1.861497e-03,1.861497e-03,,,,,8246.0
3980,3,0.872735,9.893275e-03,1.854989e-03,1.854989e-03,,,,,8283.7
4000,3,0.544039,9.858568e-03,1.848482e-03,1.848482e-03,,,,,8321.4
4020,3,0.624644,9.823861e-03,1.841974e-03,1.841974e-03,,,,,8359.1
4040,3,1.157121,9.789154e-03,1.835466e-03,1.835466e-03,,,,,8396.7
4060,3,0.794589,9.754447e-03,1.828959e-03,1.828959e-03,,,,,8434.4
4080,3,0.944556,9.719740e-03,1.822451e-03,1.822451e-03,,,,,8472.1
4100,3,1.176284,9.685033e-03,1.815944e-03,1.815944e-03,,,,,8509.7
4120,3,0.565621,9.650325e-03,1.809436e-03,1.809436e-03,,,,,8547.4
4140,3,1.398840,9.615618e-03,1.802928e-03,1.802928e-03,,,,,8585.1
4160,3,1.222231,9.580911e-03,1.796421e-03,1.796421e-03,,,,,8622.8
4180,3,1.097212,9.546204e-03,1.789913e-03,1.789913e-03,,,,,8660.6
4200,3,1.310038,9.511497e-03,1.783406e-03,1.783406e-03,,,,,8698.2
4220,3,0.746192,9.476790e-03,1.776898e-03,1.776898e-03,,,,,8736.1
4240,3,1.198983,9.442082e-03,1.770390e-03,1.770390e-03,,,,,8773.9
4260,3,1.212103,9.407375e-03,1.763883e-03,1.763883e-03,,,,,8811.8
4280,3,0.929402,9.372668e-03,1.757375e-03,1.757375e-03,,,,,8849.4
4300,3,1.331285,9.337961e-03,1.750868e-03,1.750868e-03,,,,,8886.9
4320,3,0.961864,9.303254e-03,1.744360e-03,1.744360e-03,,,,,8924.6
4340,3,1.163240,9.268547e-03,1.737852e-03,1.737852e-03,,,,,8962.2
4360,3,1.055523,9.233839e-03,1.731345e-03,1.731345e-03,,,,,8999.9
4380,3,0.974710,9.199132e-03,1.724837e-03,1.724837e-03,,,,,9037.4
4400,3,0.989155,9.164425e-03,1.718330e-03,1.718330e-03,,,,,9074.9
4420,3,1.217756,9.129718e-03,1.711822e-03,1.711822e-03,,,,,9112.6
4440,3,0.818103,9.095011e-03,1.705315e-03,1.705315e-03,,,,,9150.2
4460,3,1.507057,9.060304e-03,1.698807e-03,1.698807e-03,,,,,9187.7
4480,3,0.902155,9.025597e-03,1.692299e-03,1.692299e-03,,,,,9225.2
4500,3,1.579915,8.990889e-03,1.685792e-03,1.685792e-03,,,,,9262.9
4520,3,0.775118,8.956182e-03,1.679284e-03,1.679284e-03,,,,,9300.3
4540,3,1.201875,8.921475e-03,1.672777e-03,1.672777e-03,,,,,9337.9
4560,3,1.680017,8.886768e-03,1.666269e-03,1.666269e-03,,,,,9375.4
4580,3,1.808466,8.852061e-03,1.659761e-03,1.659761e-03,,,,,9412.9
4600,3,1.236038,8.817354e-03,1.653254e-03,1.653254e-03,,,,,9450.6
4620,3,1.081514,8.782646e-03,1.646746e-03,1.646746e-03,,,,,9488.3
4640,3,0.823549,8.747939e-03,1.640239e-03,1.640239e-03,,,,,9526.0
4660,3,0.601119,8.713232e-03,1.633731e-03,1.633731e-03,,,,,9563.6
4680,3,0.944502,8.678525e-03,1.627223e-03,1.627223e-03,,,,,9601.3
4700,3,1.214948,8.643818e-03,1.620716e-03,1.620716e-03,,,,,9639.0
4720,3,0.614887,8.609111e-03,1.614208e-03,1.614208e-03,,,,,9676.7
4740,3,0.848393,8.574403e-03,1.607701e-03,1.607701e-03,,,,,9714.5
4760,3,0.658026,8.539696e-03,1.601193e-03,1.601193e-03,,,,,9752.1
4780,3,1.321728,8.504989e-03,1.594685e-03,1.594685e-03,,,,,9789.8
4800,3,0.590182,8.470282e-03,1.588178e-03,1.588178e-03,,,,,9827.4
4820,3,1.152292,8.435575e-03,1.581670e-03,1.581670e-03,,,,,9865.2
4840,3,1.042743,8.400868e-03,1.575163e-03,1.575163e-03,,,,,9903.0
4860,3,1.068773,8.366161e-03,1.568655e-03,1.568655e-03,,,,,9940.7
4880,3,1.543085,8.331453e-03,1.562148e-03,1.562148e-03,,,,,9978.5
4900,3,1.296041,8.296746e-03,1.555640e-03,1.555640e-03,,,,,10016.0
4920,3,1.176298,8.262039e-03,1.549132e-03,1.549132e-03,,,,,10053.6
4940,3,0.938150,8.227332e-03,1.542625e-03,1.542625e-03,,,,,10091.1
4960,3,0.735525,8.192625e-03,1.536117e-03,1.536117e-03,,,,,10128.6
4980,3,1.118041,8.157918e-03,1.529610e-03,1.529610e-03,,,,,10166.1
5000,3,0.932797,8.123210e-03,1.523102e-03,1.523102e-03,,,,,10203.6
5020,3,1.153619,8.088503e-03,1.516594e-03,1.516594e-03,,,,,10241.2
5040,3,1.178318,8.053796e-03,1.510087e-03,1.510087e-03,,,,,10278.7
5060,3,0.767288,8.019089e-03,1.503579e-03,1.503579e-03,,,,,10316.3
5080,3,0.471036,7.984382e-03,1.497072e-03,1.497072e-03,,,,,10353.7
5100,3,1.107263,7.949675e-03,1.490564e-03,1.490564e-03,,,,,10391.2
5120,3,1.250435,7.914967e-03,1.484056e-03,1.484056e-03,,,,,10428.7
5140,3,1.505446,7.880260e-03,1.477549e-03,1.477549e-03,,,,,10466.3
5160,3,0.817897,7.845553e-03,1.471041e-03,1.471041e-03,,,,,10503.7
5180,3,1.629967,7.810846e-03,1.464534e-03,1.464534e-03,,,,,10541.1
5200,3,1.687322,7.776139e-03,1.458026e-03,1.458026e-03,,,,,10578.6
5220,3,0.817045,7.741432e-03,1.451518e-03,1.451518e-03,,,,,10616.1
5240,3,0.797441,7.706725e-03,1.445011e-03,1.445011e-03,,,,,10653.6
5260,3,1.384033,7.672017e-03,1.438503e-03,1.438503e-03,,,,,10691.0
5280,3,1.310540,7.637310e-03,1.431996e-03,1.431996e-03,,,,,10728.6
5300,3,1.019266,7.602603e-03,1.425488e-03,1.425488e-03,,,,,10766.2
5320,3,0.722309,7.567896e-03,1.418980e-03,1.418980e-03,,,,,10803.9
5340,3,1.881434,7.533189e-03,1.412473e-03,1.412473e-03,,,,,10841.7
5360,3,1.270477,7.498482e-03,1.405965e-03,1.405965e-03,,,,,10879.5
5380,3,0.800484,7.463774e-03,1.399458e-03,1.399458e-03,,,,,10917.3
5400,3,0.886171,7.429067e-03,1.392950e-03,1.392950e-03,,,,,10955.1
5420,3,1.104618,7.394360e-03,1.386443e-03,1.386443e-03,,,,,10992.9
5440,3,1.034934,7.359653e-03,1.379935e-03,1.379935e-03,,,,,11030.6
5460,3,1.407650,7.324946e-03,1.373427e-03,1.373427e-03,,,,,11068.3
5480,3,1.429603,7.290239e-03,1.366920e-03,1.366920e-03,,,,,11106.0
5500,3,1.391056,7.255531e-03,1.360412e-03,1.360412e-03,,,,,11143.7
5520,3,0.909681,7.220824e-03,1.353905e-03,1.353905e-03,,,,,11181.3
5532,3,1.032726,7.200000e-03,1.350000e-03,1.350000e-03,84.79,76.25,83.68,74.89,11591.1
5540,4,1.019715,7.186117e-03,1.347397e-03,1.347397e-03,,,,,11606.7
5560,4,0.600181,7.151410e-03,1.340889e-03,1.340889e-03,,,,,11644.1
5580,4,0.911237,7.116703e-03,1.334382e-03,1.334382e-03,,,,,11681.5
5600,4,1.315504,7.081996e-03,1.327874e-03,1.327874e-03,,,,,11719.0
5620,4,1.055938,7.047289e-03,1.321367e-03,1.321367e-03,,,,,11756.4
5640,4,1.955773,7.012581e-03,1.314859e-03,1.314859e-03,,,,,11793.9
5660,4,1.040032,6.977874e-03,1.308351e-03,1.308351e-03,,,,,11831.5
5680,4,1.104033,6.943167e-03,1.301844e-03,1.301844e-03,,,,,11869.2
5700,4,0.564908,6.908460e-03,1.295336e-03,1.295336e-03,,,,,11907.2
5720,4,0.695358,6.873753e-03,1.288829e-03,1.288829e-03,,,,,11945.0
5740,4,0.704957,6.839046e-03,1.282321e-03,1.282321e-03,,,,,11982.8
5760,4,1.094548,6.804338e-03,1.275813e-03,1.275813e-03,,,,,12020.6
5780,4,1.222191,6.769631e-03,1.269306e-03,1.269306e-03,,,,,12058.7
5800,4,0.935373,6.734924e-03,1.262798e-03,1.262798e-03,,,,,12096.7
5820,4,1.330190,6.700217e-03,1.256291e-03,1.256291e-03,,,,,12134.6
5840,4,1.237364,6.665510e-03,1.249783e-03,1.249783e-03,,,,,12172.5
5860,4,1.143723,6.630803e-03,1.243275e-03,1.243275e-03,,,,,12210.4
5880,4,0.737159,6.596095e-03,1.236768e-03,1.236768e-03,,,,,12248.2
5900,4,0.836644,6.561388e-03,1.230260e-03,1.230260e-03,,,,,12286.1
5920,4,0.705786,6.526681e-03,1.223753e-03,1.223753e-03,,,,,12323.8
5940,4,1.264593,6.491974e-03,1.217245e-03,1.217245e-03,,,,,12361.4
5960,4,0.726726,6.457267e-03,1.210738e-03,1.210738e-03,,,,,12399.2
5980,4,1.023584,6.422560e-03,1.204230e-03,1.204230e-03,,,,,12437.0
6000,4,1.154984,6.387852e-03,1.197722e-03,1.197722e-03,,,,,12475.0
6020,4,1.112164,6.353145e-03,1.191215e-03,1.191215e-03,,,,,12512.9
6040,4,0.867487,6.318438e-03,1.184707e-03,1.184707e-03,,,,,12550.9
6060,4,0.870291,6.283731e-03,1.178200e-03,1.178200e-03,,,,,12588.6
6080,4,1.853158,6.249024e-03,1.171692e-03,1.171692e-03,,,,,12626.4
6100,4,0.891885,6.214317e-03,1.165184e-03,1.165184e-03,,,,,12664.2
6120,4,1.385469,6.179610e-03,1.158677e-03,1.158677e-03,,,,,12701.9
6140,4,0.968391,6.144902e-03,1.152169e-03,1.152169e-03,,,,,12739.6
6160,4,1.803119,6.110195e-03,1.145662e-03,1.145662e-03,,,,,12777.0
6180,4,1.263239,6.075488e-03,1.139154e-03,1.139154e-03,,,,,12814.7
6200,4,0.749009,6.040781e-03,1.132646e-03,1.132646e-03,,,,,12852.4
6220,4,0.894362,6.006074e-03,1.126139e-03,1.126139e-03,,,,,12890.2
6240,4,1.019277,5.971367e-03,1.119631e-03,1.119631e-03,,,,,12928.2
6260,4,0.944153,5.936659e-03,1.113124e-03,1.113124e-03,,,,,12965.8
6280,4,0.989912,5.901952e-03,1.106616e-03,1.106616e-03,,,,,13003.4
6300,4,0.891692,5.867245e-03,1.100108e-03,1.100108e-03,,,,,13040.9
6320,4,0.799722,5.832538e-03,1.093601e-03,1.093601e-03,,,,,13078.4
6340,4,0.885549,5.797831e-03,1.087093e-03,1.087093e-03,,,,,13116.1
6360,4,1.160316,5.763124e-03,1.080586e-03,1.080586e-03,,,,,13153.8
6380,4,1.187668,5.728416e-03,1.074078e-03,1.074078e-03,,,,,13191.6
6400,4,0.959288,5.693709e-03,1.067570e-03,1.067570e-03,,,,,13229.4
6420,4,0.945131,5.659002e-03,1.061063e-03,1.061063e-03,,,,,13267.3
