step,module_name,layer_idx,sublayer,out_bound,out_res,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err
59,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.76379198092297,0.00026511613500218513,0.9998639822006226,0.0,0.013485862873494625,0.0104707982391119,0.007610142230987549,0.02975940704345703
60,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,33.76718462448374,0.00042002124812649176,0.9997953176498413,0.0,0.013139204122126102,0.012504864484071732,0.008435487747192383,0.03921794891357422
61,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,33.66974560594373,0.0004295580486796525,0.9997902512550354,0.0,0.013257576152682304,0.01265061367303133,0.008483171463012695,0.04001924395561218
62,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.17488770883264,0.0002412019863494915,0.9998751878738403,0.0,0.013567541725933552,0.010112987831234932,0.007432997226715088,0.02817555144429207
63,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.0748477339335,0.00031069895072576476,0.9998472332954407,0.0,0.013020833022892475,0.011006763204932213,0.007895946502685547,0.03150108456611633
64,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.89515278845448,0.00025723716346887494,0.9998705387115479,0.0,0.013165509328246117,0.010236522182822227,0.007468760013580322,0.028565287590026855
65,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.68620778923004,0.00026990983268911875,0.9998654127120972,0.0,0.01309595350176096,0.01050364039838314,0.007729530334472656,0.029048144817352295
66,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.622673694773766,0.0002738927273006067,0.9998634457588196,0.0,0.013027614913880825,0.010515118949115276,0.007649540901184082,0.029598399996757507
67,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.49216035502453,0.0002822228215398198,0.9998577833175659,0.0,0.013328270055353642,0.010714617557823658,0.00781559944152832,0.03028416633605957
68,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.48186251654531,0.00028290968033252407,0.9998573660850525,0.0,0.013102213852107525,0.010739932768046856,0.007846713066101074,0.030256319791078568
69,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.80835092417504,0.00020846449197505095,0.9998937845230103,0.0,0.014033564366400242,0.00948973000049591,0.007149443030357361,0.025073803961277008
70,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.19771773085924,0.00023994588614056537,0.9998770356178284,0.0,0.013671875,0.01010738592594862,0.007477402687072754,0.027966856956481934
71,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.91453369917159,0.000322392112786466,0.999840497970581,0.0,0.013603344559669495,0.011259110644459724,0.008092865347862244,0.03214400261640549
72,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.556335353011946,0.0003501734781987781,0.999826967716217,0.0,0.012461344711482525,0.011537204496562481,0.008026033639907837,0.03453243523836136
73,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.3847152953409,0.00022982280354016203,0.999883234500885,0.0,0.013534813188016415,0.009800398722290993,0.007245242595672607,0.026770612224936485
74,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.10831576964169,0.00030829421042432393,0.9998462200164795,0.0,0.012902461923658848,0.01111049484461546,0.008050203323364258,0.03177814185619354
75,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.58567780055574,0.00027620767597481816,0.9998617768287659,0.0,0.0127699114382267,0.010567547753453255,0.007695585489273071,0.02958536148071289
76,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.7818289373125,0.0003324328672493454,0.9998345375061035,0.0,0.013277823105454445,0.011499311774969101,0.008297324180603027,0.032937921583652496
77,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.51514264619578,0.00028071545062232056,0.9998568296432495,0.0,0.0135633684694767,0.010686676017940044,0.007718145847320557,0.030600307509303093
78,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.41499649822198,0.0002872882618099802,0.999856173992157,0.0,0.013218976557254791,0.010739099234342575,0.007751524448394775,0.030379321426153183
79,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.72826456194506,0.00026731967405900096,0.999860405921936,0.0,0.013263242319226265,0.010741948150098324,0.00796353816986084,0.030097253620624542
80,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.65868305793733,0.00021575306883915248,0.9998911023139954,0.0,0.013586211949586868,0.009543966501951218,0.007108777761459351,0.02546813152730465
81,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.3970826964634,0.00022917699384355386,0.9998825788497925,0.0,0.01369172427803278,0.009870720095932484,0.007329791784286499,0.02694714069366455
82,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.97283976397363,0.0002526644449871351,0.9998735189437866,0.0,0.013295842334628105,0.010151962749660015,0.00743962824344635,0.028063863515853882
83,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,33.419342797688856,0.00045505106957028946,0.999782145023346,0.0,0.0126953125,0.012823800556361675,0.00830763578414917,0.041547298431396484
84,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.20986760596864,0.00023924772718693824,0.9998784065246582,0.0,0.013858570717275143,0.009934591129422188,0.007283985614776611,0.02752794325351715
85,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.76108012368105,0.00026528979586640293,0.9998676776885986,0.0,0.01287059299647808,0.01041603647172451,0.0076479315757751465,0.028892265632748604
86,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.624901019198155,0.00027374643527816237,0.9998626708984375,0.0,0.013152293860912323,0.01054879929870367,0.0077110230922698975,0.02957649901509285
87,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.9630466844011,0.00031877338546229496,0.9998374581336975,0.0,0.013139774091541767,0.011376800015568733,0.008236341178417206,0.03264472261071205
88,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.11241824241971,0.0003879125739017842,0.9998098611831665,0.0,0.012895633466541767,0.012173855677247047,0.008388757705688477,0.03669193014502525
89,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.99439552728188,0.0002513545541069326,0.9998740553855896,0.0,0.013548401184380054,0.010178725235164165,0.0075070858001708984,0.02785039320588112
90,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.78156913381369,0.00026401853102231106,0.9998651146888733,0.0,0.013346354477107525,0.010426041670143604,0.0075953006744384766,0.02944090962409973
91,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.416298502694644,0.0002281762114235462,0.9998812675476074,0.0,0.013942118734121323,0.010001659393310547,0.007486239075660706,0.02752971649169922
92,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.89004163083663,0.0002575187345864106,0.9998711347579956,0.0,0.013346354477107525,0.010216746479272842,0.007477760314941406,0.02827819064259529
93,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.22227339065265,0.0003781917251172605,0.9998156428337097,0.0,0.013264973647892475,0.011945117264986038,0.008185386657714844,0.03641873970627785
94,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.95141346400081,0.00031967465621049343,0.999840259552002,0.0,0.01280924491584301,0.011275190860033035,0.008141368627548218,0.032364241778850555
95,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.12400694017944,0.00024399761394302663,0.9998775124549866,0.0,0.013720703311264515,0.009943587705492973,0.007251545786857605,0.02750425972044468
96,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.96969952341339,0.00025284080865369614,0.9998727440834045,0.0,0.01314561627805233,0.010195261798799038,0.007444202899932861,0.028332293033599854
97,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.36495251601413,0.0002906113484738136,0.999851644039154,0.0,0.01325334794819355,0.010915045626461506,0.007947638630867004,0.031130891293287277
98,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.10037499216138,0.0002453571121052564,0.9998753666877747,0.0,0.013246889226138592,0.010136885568499565,0.007498100399971008,0.027956724166870117
99,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.055238046029494,0.0003930505433377727,0.9998087286949158,0.0,0.013146033510565758,0.012166975066065788,0.008335500955581665,0.03709060698747635
100,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.447391137460116,0.00022651538614494308,0.9998869895935059,0.0,0.013587869703769684,0.009654635563492775,0.007138431072235107,0.025934822857379913
101,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.75328479869331,0.0002657589648637106,0.9998672604560852,0.0,0.013243875466287136,0.01042102463543415,0.007622629404067993,0.02907925471663475
102,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.64195552473841,0.0003433438133786984,0.9998300075531006,0.0,0.012247721664607525,0.011522638611495495,0.008050382137298584,0.034214265644550323
103,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.08932813407064,0.0002459722910211234,0.9998753666877747,0.0,0.013553503900766373,0.010068051517009735,0.0073957741260528564,0.027959734201431274
104,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.96355516325582,0.000253213674130457,0.9998689293861389,0.0,0.01319839060306549,0.010423359461128712,0.007706880569458008,0.0289619117975235
105,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.18042499608087,0.0003032333734210525,0.9998469352722168,0.0,0.012893456034362316,0.011079205200076103,0.008012533187866211,0.03167036920785904
106,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.60759854074489,0.00021833759355472401,0.9998878240585327,0.0,0.013894105330109596,0.00982088502496481,0.007428884506225586,0.026480525732040405
107,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.60090647321508,0.0003466212970504066,0.9998310208320618,0.0,0.012974330224096775,0.011449063196778297,0.007902532815933228,0.034311890602111816
108,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.746392669362066,0.00026615891175340125,0.9998653531074524,0.0,0.01300960872322321,0.010406769812107086,0.007563605904579163,0.029434680938720703
109,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.038569656836394,0.00024886120573968843,0.9998734593391418,0.0,0.013825061731040478,0.01016076747328043,0.007459759712219238,0.028220489621162415
110,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.39337278806115,0.00028874213397714663,0.9998552799224854,0.0,0.012636718340218067,0.010805266909301281,0.007836401462554932,0.030753295868635178
111,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.599572791182524,0.000346629799775441,0.9998273253440857,0.0,0.013868900947272778,0.01171664334833622,0.008374303579330444,0.03420054912567139
112,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.892119719783146,0.00025737730496971293,0.9998711347579956,0.0,0.013294038362801075,0.010258922353386879,0.0075185298919677734,0.02849595993757248
113,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.2825832189895,0.00023527396054658697,0.9998810291290283,0.0,0.013454861007630825,0.009911562316119671,0.007317632436752319,0.027049962431192398
114,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.407340181423024,0.0002877739961335385,0.9998548030853271,0.0,0.012990692630410194,0.01079607754945755,0.00785207748413086,0.030683934688568115
115,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.43461819130601,0.0002859896437950736,0.9998564720153809,0.0,0.01295572891831398,0.01078345812857151,0.007863253355026245,0.03036513924598694
116,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.709105449766106,0.00026847596262827696,0.999862551689148,0.0,0.013662301003932953,0.010523819364607334,0.0076525211334228516,0.029960468411445618
117,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.515332092970695,0.0003534233337144217,0.999826967716217,0.0,0.012767650187015533,0.011806824244558811,0.008489146828651428,0.03399959206581116
118,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.093431766519416,0.00030934591445180837,0.9998462200164795,0.0,0.012991240248084068,0.011148635298013687,0.008126258850097656,0.0314672477543354
119,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.148111913448766,0.0003055039454701744,0.9998462200164795,0.0,0.012988281436264515,0.011086009442806244,0.008036643266677856,0.031724922358989716
120,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.43013928524778,0.0002862759211489142,0.9998567700386047,0.0,0.01256646029651165,0.010818219743669033,0.007896244525909424,0.03047710657119751
121,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.85646399843152,0.00020617198971268968,0.9998970031738281,0.0,0.013783236965537071,0.009357648901641369,0.007026016712188721,0.024531006813049316
122,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.7447031165266,0.0002662742696788009,0.9998645782470703,0.0,0.013078587129712105,0.010499050840735435,0.007651239633560181,0.02983909659087658
123,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.220309912993585,0.0002386688753417292,0.9998770952224731,0.0,0.0133502297103405,0.010097832418978214,0.0074818432331085205,0.02794519066810608
124,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,35.58591601068417,0.00027619205819845184,0.9998634457588196,0.0,0.012723619118332863,0.010559532791376114,0.007714390754699707,0.029512228444218636
125,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,34.60709386154513,0.0003461064638105754,0.9998296499252319,0.0,0.01335720531642437,0.01140272244811058,0.007869377732276917,0.034084439277648926
126,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.55068726158483,0.00022121185681201166,0.9998873472213745,0.0,0.013590495102107525,0.009755900129675865,0.007294833660125732,0.026319079101085663
127,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,33.62171370384227,0.0004343304589178934,0.9997887015342712,0.0,0.012354995124042034,0.012779629789292812,0.008628487586975098,0.04009778052568436
128,bert.encoder.layer.0.attention.self.query,0,Q,12.0,0.0009784735812133072,36.30789554739056,0.00023394373567787077,0.999880313873291,0.0,0.013597093522548676,0.009906460531055927,0.007302284240722656,0.027216807007789612
