run_id,trial,learning_rate,transfer_lr,transfer_every,fast_lr,auto_granularity,in_chop_prob,f1,em,train_loss,runtime,epoch,improvement
run-20260205_170704-2oocm1q6,1,0.00011844319751820385,9.51207163345817,119,0.9381218778758512,132.25317293225416,0.01201975341512912,11.293129788222098,4.75,4.263832377168698,1109,3,6.035082749764627
run-20260205_152439-w7t5jvk0,3,0.00033994812107955645,2.202157195714934,18,0.3567663137948074,172.48307328108964,0.028614039423450706,11.181239861677826,3.1,8762.874253422307,97,1,5.661425404034336
run-20260205_165324-ibywp7zd,0,0.000131,7.36,160,0.86,306,0.02,11.142782260822784,5.1,4.606127342857873,817,3,6.042287087815967
run-20260205_151933-o7un5q9n,0,0.000131,7.36,160,0.86,306,0.02,10.627188082338769,3.2,10458.396978949586,103,1,5.286727116560167
run-20260205_153519-ig19ijtr,9,0.00017606794027339345,1.9300591097027178,271,1.1851859527055604,538.3593698499604,0.0452672307692442,10.552602888912164,3.15,14425.48861231362,93,1,5.328216152975158
run-20260206_012544-utpx68mr,38,0.0001075574090221285,3.563176890245444,74,0.724706221337341,273.6872226339453,0.04300222996802011,10.489010328036318,2.25,15.407810436650967,936,3,5.102068806041372
run-20260205_153204-iav9sfzv,7,0.00010082860845904296,1.0669539286632004,101,0.7162134912354418,124.4412041929987,0.027282960955007162,10.458015531062399,2.95,12620.174748556301,90,1,5.29920859048169
run-20260205_153336-klea22oc,8,5.4120091907504824e-05,9.102271980579943,23,1.0275311980955748,174.80681646119737,0.02840306095300149,10.451586787091863,3.1,9798.267698775466,101,1,5.236895224296518
run-20260205_161825-6agkrq9g,1,0.00011844319751820385,9.51207163345817,119,0.9381218778758512,132.25317293225416,0.01201975341512912,10.393329128172729,2.5,26.720323830747756,716,3,5.193704277078784
run-20260205_152119-y3iewlca,1,0.00011844319751820385,9.51207163345817,119,0.9381218778758512,132.25317293225416,0.01201975341512912,9.389061525435292,1.75,8609.96226038034,101,1,3.825138164854943
run-20260205_212754-k8ev0a4y,19,0.0002957350064679927,2.8229023044426,14,0.11336408403034637,237.02901223603752,0.03274692287826446,9.091727297110358,2.2,5.208138019513018,569,3,3.9297014664043886
run-20260205_172536-eelag446,2,5.715491938156613e-05,8.675143843171858,76,1.0913016089144636,103.75710602388845,0.04864594334728975,8.96599504745762,1.5,31.27217788513476,1377,3,2.9635554542895495
run-20260205_211449-1ki9mc9a,18,0.00019326165368192328,5.887255657578695,55,0.41580334078149894,599.1787899202583,0.04295751510589764,8.218930572631995,0.7,29.224746786367398,782,3,2.505042711778102
run-20260205_202410-b8t116es,14,0.0002121353034463547,6.139980002259586,10,0.14907127133623332,430.5265580825014,0.04275241969828265,8.02804920533585,2.05,64.91042131204574,679,3,2.725186586336064
run-20260205_160831-zws762lh,0,0.000131,7.36,160,0.86,306,0.02,7.988255972557803,1.5,29.631077231690526,591,3,2.4327020228614256
run-20260206_014123-r1aqh5ms,39,0.000135820507736534,7.697429045268193,87,1.011450986102584,203.7714494116464,0.023575222167810356,7.838060419860019,0.9,83.94369872461874,931,3,2.4753534513453825
run-20260205_200637-ixb1uq0l,13,0.000263040151686022,3.955183223682886,42,1.498270593115644,403.3811257819641,0.03712319361671566,7.1736516380227275,0.7,97.82343299853535,1051,3,2.1670201810161354
run-20260205_152619-mp1ww1wk,4,0.00013518080333310014,2.983168487960615,79,0.29529140491285855,168.78456297084267,0.02148628294821613,7.1326372068054695,0.75,9935.98001681806,91,1,1.8580600864166428
run-20260206_032924-d2yb5q72,47,0.0003347276910752332,0.5609887447928725,84,0.29029782446894975,522.1546345754545,0.006254496320208136,6.939089031625079,1.4,7.068396687126769,641,3,1.414645668517359
run-20260205_180235-df9a34b5,4,0.00013518080333310014,2.983168487960615,79,0.29529140491285855,168.78456297084267,0.02148628294821613,6.767715078286384,1.2,8.888991255348863,741,3,1.3114206824729155
run-20260205_152753-x3jzqjyy,5,0.0001429025532903468,7.873242017790835,19,0.8199282137790562,289.060092624845,0.007090268572399899,6.587533188635489,0.05,9430.605823338603,141,1,1.1542437936629133
run-20260205_204819-1kg2w654,16,0.00045612431581255793,3.1041183787967235,14,1.3001415278581125,223.32507044037612,0.03353442446329191,6.5524432670680754,0.6,144.2948695265066,881,3,0.7197635887671678
run-20260205_181459-oz0kdaq7,5,0.0001429025532903468,7.873242017790835,19,0.8199282137790562,289.060092624845,0.007090268572399899,6.521464547772568,0.05,1996989.4725439297,628,3,1.5135658869937938
run-20260205_164043-2q23p192,3,0.00033994812107955645,2.202157195714934,18,0.3567663137948074,172.48307328108964,0.028614039423450706,6.376737797387463,0.2,519.9166098555056,549,3,1.0296504989697892
run-20260205_185431-lp9oyave,8,5.4120091907504824e-05,9.102271980579943,23,1.0275311980955748,174.80681646119737,0.02840306095300149,6.367173404156394,0.1,260.6629569111541,844,3,0.7540778876292338
run-20260205_174836-u2mv7kpx,3,0.00033994812107955645,2.202157195714934,18,0.3567663137948074,172.48307328108964,0.028614039423450706,6.336425575339066,0.15,170.1473967396794,836,3,0.9090496798924095
run-20260205_192407-b7b7fkfn,10,0.00045080175034225515,4.785940482401219,10,1.4372027606582585,582.9349386092726,0.0402069771449068,5.985811589595677,0.25,9523.846209931298,832,3,0.7119027788769099
run-20260205_213726-wjw6pyni,20,0.00037393935670020843,3.948815028385223,29,0.48479412859336785,346.19421240816445,0.021685356220249377,5.580418980140116,0.2,67.52195321409086,939,3,0.29935678927081
run-20260205_150706-nyy9ld57,0,0.000131,7.36,160,0.86,306,0.02,,,,8,0,
run-20260205_140632-sitp1g00,8,5.4120091907504824e-05,9.102271980579943,23,1.0275311980955748,174.80681646119737,0.02840306095300149,-3.9870894182296026,,10277.597155530613,206,1,77585.46946348085
run-20260205_140305-18wkevtx,7,0.00010082860845904296,1.0669539286632004,101,0.7162134912354418,124.4412041929987,0.027282960955007162,-4.009308338165283,,13163.282254028625,204,1,80306.15190622542
run-20260205_135910-cuzbf33j,6,0.0002025418890664836,1.7881888245041864,12,1.4284397521546666,564.1671230331441,0.04137788066524075,-4.074379440337893,,14884.624102499538,232,1,79731.99581067903
run-20260205_141001-n5ov5s2q,9,0.00017606794027339345,1.9300591097027178,271,1.1851859527055604,538.3593698499604,0.0452672307692442,-4.107304906088208,,15433.857365276104,186,1,78743.25597385375
run-20260205_134630-ndoezcnp,3,0.00033994812107955645,2.202157195714934,18,0.3567663137948074,172.48307328108964,0.028614039423450706,-4.152249487619551,,7803.302556440091,210,1,80103.53194360127
run-20260205_134251-fiacyh9r,2,5.715491938156613e-05,8.675143843171858,76,1.0913016089144636,103.75710602388845,0.04864594334728975,-4.23226739489843,,8867.503881900837,217,1,80765.36154578225
run-20260205_133503-9fujc3jr,0,0.000131,7.36,160,0.86,306,0.02,-4.269391014462426,,9848.290163760748,235,1,80942.63793753821
run-20260205_133902-7fhlq55e,1,0.00011844319751820385,9.51207163345817,119,0.9381218778758512,132.25317293225416,0.01201975341512912,-4.379335842435322,,8334.616131813,226,1,78155.3076839447
run-20260205_135003-14y3o22d,4,0.00013518080333310014,2.983168487960615,79,0.29529140491285855,168.78456297084267,0.02148628294821613,-4.691314341529967,,9788.958361618053,200,1,80340.39009474951
run-20260205_135325-nysx6ozo,5,0.0001429025532903468,7.873242017790835,19,0.8199282137790562,289.060092624845,0.007090268572399899,-22.060048088194833,,8281.399260263473,342,1,80307.1677277126
